epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.11021206797437465,0.06787560341206003,44.86071439879145,63.633743266256
2,0.06462283161673563,0.06133984659421951,64.65443412238561,65.90759038821645
3,0.05927306181150125,0.055423524646841464,66.20991980568823,66.94371450791093
4,0.05189115230443207,0.04817003423863269,68.59194641952526,70.01216356722212
5,0.04420035827825678,0.040707124416973994,71.54520343709291,72.85484350405721
6,0.03875808227569499,0.03711806305069873,74.06179185437475,74.8850164442439
7,0.03602701676547104,0.03507836383985395,75.54171373502862,76.28004212406371
8,0.03430688313162285,0.03351845295029752,76.48323292082792,76.80562293068826
9,0.032725970399506546,0.03197515670685692,77.2282028253456,77.52452855311007
10,0.031106151746097186,0.030303323710773218,78.00138547772829,78.52708466198985
11,0.029635638784590766,0.029035827917780015,78.83204665676112,79.31562283739964
12,0.028462057259488614,0.027964767534285784,79.4838657288048,79.70511883277251
13,0.02750332270425262,0.02709340298191664,79.95878974096291,80.34679629830656
14,0.026580594017678965,0.026195488632359404,80.44267158326097,80.58670713132324
15,0.02575165627801672,0.025387596913633195,80.890160252931,81.14429760434754
16,0.0250017856188277,0.02472508131982164,81.32422454520366,81.56787045769104
17,0.024377000174676696,0.024143788844664046,81.69478541915443,81.84276983316599
18,0.023825417233115816,0.02363062336882378,81.97812140980061,82.1992384678273
19,0.02327039150243744,0.023137444412296124,82.23767939689176,82.36699901453268
20,0.02275038865916695,0.022611731841684655,82.51502229881308,82.62616653210482
21,0.022272662609709917,0.022186806544344476,82.76574966755324,82.8829170256866
22,0.02184028747154677,0.02174919857544468,82.99543055254013,83.1626239466864
23,0.02142431014316513,0.021333460359180226,83.20777176395823,83.2771781626547
24,0.02102919811290418,0.021023493527652735,83.3997696901234,83.40354187303245
25,0.020595623292557316,0.020571741721335243,83.57739621779568,83.65321091036147
26,0.020181866943941893,0.020133902665544698,83.7756557909068,83.87868850582122
27,0.01976646990218061,0.0197278568521142,83.98570719012329,84.1042350076666
28,0.019377664933707697,0.019393415447879345,84.21746586766356,84.35918863472915
29,0.01898180295759482,0.018984288442879915,84.4281886624331,84.549099934189
30,0.018602167077838107,0.01865390063005876,84.62321846956867,84.66557292797441
31,0.018273315121624487,0.018299402104333996,84.81180287939635,84.94327626329785
32,0.01794666257944513,0.01799203125522175,85.00075478994796,85.06998980609528
33,0.017592453622384697,0.017653614213254225,85.1579567581687,85.15723589136452
34,0.017250852870708662,0.017312781855543243,85.31846976656355,85.42457146588687
35,0.0169374212913268,0.016988130489443528,85.47856226932261,85.57846592759444
36,0.016597951167917,0.0166996169805606,85.63795157358152,85.76563157260912
37,0.016298820977990933,0.016395080428411986,85.79872607287594,85.84463009356
38,0.016036677349305955,0.016106613723442277,85.94486768277785,86.0075618927757
39,0.0157738267543151,0.015838969102565277,86.10138412080256,86.14366260550096
40,0.015516846539809349,0.015578280871813285,86.24022165382111,86.32287751370498
41,0.01529216372361737,0.015401542459198453,86.37738069795738,86.44454498887325
42,0.015082957576431915,0.015200736655041258,86.5143277224454,86.58577127659574
43,0.014886491958395386,0.015000763071819823,86.62947559342886,86.70380791528713
44,0.014719525002048794,0.014844436921734126,86.7440545450227,86.76931668611591
45,0.014552125195371555,0.014682808415369784,86.84677453095595,86.89046471314595
46,0.014401279019971265,0.014574715099792848,86.93068130676474,86.91029385075176
47,0.01424880098247676,0.014381390446400705,87.02105821550693,87.05808214658866
48,0.014099320350545095,0.014301836312292739,87.09719800486675,87.1393810807235
49,0.013949878536930955,0.014116867356240115,87.18135920425351,87.18962443687577
50,0.013808241123928035,0.013964501858510553,87.25902200142019,87.3106028481872
