epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.054468414608925105,0.03368946715195974,69.37891941856677,77.51060267857139
2,0.029126068709507506,0.026103583683570224,79.4510675884474,81.18900935374151
3,0.02441259005750475,0.023404984737435977,81.74368673424075,82.06697491496595
4,0.021660161927527687,0.02073046503464381,83.12518266076415,83.46636904761901
5,0.019227136091906478,0.018807823210954665,84.39008721272701,84.71506696428563
6,0.017663579265426572,0.01780879779905081,85.20247096118642,85.26263818027208
7,0.016588371630830833,0.016659703801075617,85.79359446931522,85.81242028061227
8,0.015650508285137837,0.015911240220069886,86.31137401674705,86.1971513605442
9,0.014876507849599603,0.015127890393137932,86.7108523999075,86.75631909013607
10,0.014253487802221444,0.014600679482022922,87.0511713510893,87.06821853741499
11,0.013620206295491112,0.013880725666880608,87.38819816059197,87.338105867347
12,0.012873950088479379,0.013532001694043477,87.78597737385367,87.54699192176867
13,0.01234188284162518,0.013102504303057988,88.07770006592779,87.89292091836738
14,0.011871641290044912,0.012452382328609625,88.32681961272532,88.24600871598638
15,0.011500486654112014,0.012122573226690293,88.53324751581364,88.38170174319728
16,0.011164371357638501,0.01202483019977808,88.71792958413383,88.49513711734689
17,0.010839278154657428,0.011920490947862466,88.90415506511225,88.43613414115647
18,0.01052917055554066,0.011366956005493799,89.0739410773191,88.83770195578236
19,0.010269895894039377,0.01115802127867937,89.2126853794359,88.9429740646258
20,0.00999818488849628,0.010831896958251794,89.36337342996701,89.18963116496593
21,0.00976083332384882,0.01105706860870123,89.50264872267736,89.16513605442184
22,0.009495340682215473,0.010403096487124761,89.64811536570662,89.384162414966
23,0.009304903477403877,0.010414302495618661,89.75847999057534,89.42273065476195
24,0.009074076397268377,0.010003969516605139,89.88558143894764,89.68332801870741
25,0.008846673111184823,0.009968298972894748,90.02237523561827,89.63753188775509
26,0.008719203888635493,0.009953154324243466,90.08682687384449,89.60161564625848
27,0.008512568920619164,0.009794134476532539,90.21205923532817,89.83140412414969
28,0.008352962146359322,0.009654506043841441,90.30165504812052,89.92734375000003
29,0.008192846047829301,0.009459595476587613,90.39006144198348,90.11214923469394
30,0.008086815937116186,0.009434408934166034,90.45869020621124,90.10500106292513
31,0.007949454517171554,0.009182614378631115,90.53462894094137,90.1920652636055
32,0.007845274941105772,0.009170146570851405,90.5950662902818,90.24053465136049
33,0.007734471058628487,0.009113619794448217,90.6599498008573,90.2598426870748
34,0.007622436582248122,0.009109936734040577,90.72802633486795,90.30230123299322
35,0.007517739252863885,0.009096840571612119,90.78767781812985,90.38508184523805
36,0.0074497621471714065,0.00885252312819163,90.83057477820161,90.48007015306126
37,0.00732024182477837,0.00875963632389903,90.91029770589402,90.46869153911568
38,0.007249274717885373,0.008793281887968381,90.9542318675916,90.46509353741499
39,0.007137647142623871,0.008732373918096224,91.01117529882744,90.57295918367343
40,0.007109060018368025,0.008686225383232037,91.03240076281409,90.61151679421775
41,0.0070265224104214515,0.008525365264465411,91.08602727280963,90.6545918367346
42,0.006933876569672334,0.008497200943529605,91.1360501266447,90.55269451530604
43,0.006905188227360191,0.008528442785143852,91.15972522723557,90.76054953231296
44,0.006799102428354336,0.00852735056107243,91.2279291989887,90.60778592687068
45,0.0067890531004639754,0.008586590231706699,91.23479313739269,90.7235065901361
46,0.0066991285569833504,0.008229597402115664,91.28385312828496,90.83112244897953
47,0.006635307549411302,0.008277884998669226,91.33174493987205,90.87111500850341
48,0.006584908873616961,0.008312459103763103,91.35418814228618,90.81923894557816
49,0.0065666873820231925,0.008315728690475225,91.3706276110577,90.82519132653059
50,0.006483552792997862,0.008305199013402065,91.42254433134265,90.68903592687083
