epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.05242771156740972,0.03216575439771016,70.0510366918748,78.32464392006801
2,0.02752075952413239,0.02461541171371937,79.8870675046217,81.95570790816329
3,0.022619629728725284,0.021147851049900055,82.44108977960629,83.32367134353734
4,0.01988564478150746,0.019066502722601096,83.90550165725699,84.47633397108841
5,0.017774471933713603,0.017209345954159894,85.03026009193641,85.49000850340138
6,0.016382363656300847,0.01614161997785171,85.82466803884081,86.23064944727895
7,0.015503654974391998,0.01557495472083489,86.33373226066625,86.46220238095238
8,0.014919719777895439,0.015105631224811077,86.65337443814113,86.78772321428573
9,0.014425122769645433,0.014666501499712468,86.92551065719358,86.79016262755098
10,0.014034644447492028,0.014263056881725788,87.13279876504332,87.04824085884358
11,0.013703769746155446,0.0138953674385945,87.321119888897,87.38372661564624
12,0.013424577216285266,0.013786733878155549,87.46722372063829,87.42553146258506
13,0.013159377242357438,0.01355225182324648,87.62000387410745,87.49357993197282
14,0.012924595377002685,0.013492186365028223,87.73527131212157,87.55679209183674
15,0.012736442353291896,0.01326606996357441,87.84580231404291,87.78400297619051
16,0.012563291622812117,0.01305065505951643,87.94078591138936,87.80487882653067
17,0.012387550619578065,0.013069365565975507,88.04159270557687,88.0360012755102
18,0.012240216751346369,0.012736149626473585,88.1200412558452,88.04056122448986
19,0.012110077625481316,0.012716202629109224,88.19970754454087,87.99336203231296
20,0.011970672175804315,0.012596470552186172,88.27277539012935,88.31216517857146
21,0.011849199946089706,0.012405497575799625,88.33946426872265,88.31069834183673
22,0.011720019774792673,0.012526341766119003,88.41372861311498,88.22602572278909
23,0.011628067655220866,0.012451056232055028,88.46950032510779,88.27706207482993
24,0.011541185993204955,0.012340840131044388,88.51854261631387,88.38405080782316
25,0.011454907649562265,0.012188496979574363,88.5587173646101,88.33441751700673
26,0.01136076165823064,0.012240137986838817,88.62089282315948,88.62117346938773
27,0.011276245143654927,0.012311961062252522,88.66031002487581,88.39100233843534
28,0.011207229877966018,0.012092521836360295,88.70138391724366,88.45336415816324
29,0.011114127417864215,0.011897094272077084,88.75905303562365,88.6076264880952
30,0.011050738753224881,0.011850899636745453,88.78736545406346,88.69605123299314
31,0.010979597246668055,0.012097630123297374,88.83546258201335,88.47019026360543
32,0.010907626859711394,0.011863020042578378,88.87415763652261,88.56753826530611
33,0.010838939374904967,0.011796975289781889,88.90990746320729,88.66339285714287
34,0.010792480126605575,0.01170762640486161,88.93988011223581,88.68802614795914
35,0.010729497973517669,0.011703042380511761,88.97005099775257,88.82294855442176
36,0.01066715158290539,0.011620924219489098,89.0206544013032,88.87914540816321
37,0.010621339871778051,0.01161756533384323,89.0305768455251,88.75631909013597
38,0.010593190034901058,0.011867107669512432,89.06057073417743,88.58994472789108
39,0.010524453151951252,0.011553219268719356,89.08997699323963,88.90700999149657
40,0.010462926437691198,0.011572468765079976,89.12482767585283,89.02057291666668
41,0.010438377143514093,0.011561903861661752,89.14777000942483,88.9104326105443
42,0.01039082162929153,0.011412564230461915,89.16257048723129,88.96210140306114
43,0.010358507993100062,0.011375665582716465,89.18362249429072,89.04540284863941
44,0.010291036924754218,0.011337803982198238,89.2199564106282,89.02730654761903
45,0.010280913923127613,0.011300770262877147,89.22913900795666,89.04748086734695
46,0.010231800642043194,0.011255227106312911,89.25984796394141,89.0698926445578
47,0.010182152652772239,0.011346101020773252,89.28350890478299,89.01661883503414
48,0.010152949503297069,0.011282865114510059,89.30247234884193,89.0397427721089
49,0.010110677736869238,0.011320678534607092,89.32245175490272,89.108131377551
50,0.010096299371038618,0.011347345910966396,89.33220074219749,88.99677402210878
